"01/01/1855 12:00:01 AM to 01/01/1855 12:00:01 AM","01/01/1855 12:00:01 AM to 01/01/1867 12:00:01 AM","01/01/1855 12:00:01 AM to 08/01/1924 12:00:01 AM","01/01/1855 12:00:01 AM to 10/01/1924 12:00:01 AM","01/01/1855 12:00:01 AM to 11/24/1933 12:00:01 AM","01/01/1855 12:00:01 AM to 05/12/1951 12:00:01 AM","01/01/1855 12:00:01 AM to 04/18/1974 12:00:01 AM","01/01/1855 12:00:01 AM to 12/29/2002 12:00:01 AM","01/01/1855 12:00:01 AM to 11/25/2003 12:00:01 AM","01/01/1855 12:00:01 AM to 03/01/2006 12:00:01 AM","01/01/1867 12:00:01 AM to 01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM to 08/01/1924 12:00:01 AM","01/01/1867 12:00:01 AM to 10/01/1924 12:00:01 AM","01/01/1867 12:00:01 AM to 11/24/1933 12:00:01 AM","01/01/1867 12:00:01 AM to 05/12/1951 12:00:01 AM","01/01/1867 12:00:01 AM to 04/18/1974 12:00:01 AM","01/01/1867 12:00:01 AM to 12/29/2002 12:00:01 AM","01/01/1867 12:00:01 AM to 11/25/2003 12:00:01 AM","01/01/1867 12:00:01 AM to 03/01/2006 12:00:01 AM","08/01/1924 12:00:01 AM to 08/01/1924 12:00:01 AM","08/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM","08/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM","08/01/1924 12:00:01 AM to 05/12/1951 12:00:01 AM","08/01/1924 12:00:01 AM to 04/18/1974 12:00:01 AM","08/01/1924 12:00:01 AM to 12/29/2002 12:00:01 AM","08/01/1924 12:00:01 AM to 11/25/2003 12:00:01 AM","08/01/1924 12:00:01 AM to 03/01/2006 12:00:01 AM","10/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM","10/01/1924 12:00:01 AM to 05/12/1951 12:00:01 AM","10/01/1924 12:00:01 AM to 04/18/1974 12:00:01 AM","10/01/1924 12:00:01 AM to 12/29/2002 12:00:01 AM","10/01/1924 12:00:01 AM to 11/25/2003 12:00:01 AM","10/01/1924 12:00:01 AM to 03/01/2006 12:00:01 AM","11/24/1933 12:00:01 AM to 11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM to 05/12/1951 12:00:01 AM","11/24/1933 12:00:01 AM to 04/18/1974 12:00:01 AM","11/24/1933 12:00:01 AM to 12/29/2002 12:00:01 AM","11/24/1933 12:00:01 AM to 11/25/2003 12:00:01 AM","11/24/1933 12:00:01 AM to 03/01/2006 12:00:01 AM","05/12/1951 12:00:01 AM to 05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM to 04/18/1974 12:00:01 AM","05/12/1951 12:00:01 AM to 12/29/2002 12:00:01 AM","05/12/1951 12:00:01 AM to 11/25/2003 12:00:01 AM","05/12/1951 12:00:01 AM to 03/01/2006 12:00:01 AM","04/18/1974 12:00:01 AM to 04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM to 12/29/2002 12:00:01 AM","04/18/1974 12:00:01 AM to 11/25/2003 12:00:01 AM","04/18/1974 12:00:01 AM to 03/01/2006 12:00:01 AM","12/29/2002 12:00:01 AM to 12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM to 11/25/2003 12:00:01 AM","12/29/2002 12:00:01 AM to 03/01/2006 12:00:01 AM","11/25/2003 12:00:01 AM to 11/25/2003 12:00:01 AM","11/25/2003 12:00:01 AM to 03/01/2006 12:00:01 AM","03/01/2006 12:00:01 AM to 03/01/2006 12:00:01 AM"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,105.29881332158,157.51635838271,204.553168287457,254.667532794497,NA,293.014401838909,293.861183322833,NA,NA,NA,NA,NA,NA,NA,NA,0,52.2175450611293,99.2543549658769,149.368719472916,NA,187.715588517329,188.562370001253,0,47.0368099047476,97.1511744117871,NA,135.4980434562,136.344824940123,0,50.1143645070395,NA,88.4612335514521,89.3080150353759,0,NA,38.3468690444126,39.1936505283364,NA,NA,NA,0,0.8467814839238,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,102.095837762737,159.411428438407,212.807848782171,265.844445954739,NA,308.535219182768,309.67551991045,NA,NA,NA,NA,NA,NA,NA,NA,0,57.3155906756691,110.712011019433,163.748608192002,NA,206.439381420031,207.579682147713,0,53.396420343764,106.433017516333,NA,149.123790744362,150.264091472044,0,53.0365971725685,NA,95.7273704005975,96.8676711282795,0,NA,42.690773228029,43.831073955711,NA,NA,NA,0,1.140300727682,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,102.246360359361,161.3237269229,222.698096643239,280.849785368761,NA,324.056863966673,324.496665367678,NA,NA,NA,NA,NA,NA,NA,NA,0,59.0773665635386,120.451736283877,178.6034250094,NA,221.810503607312,222.250305008317,0,61.3743697203387,119.526058445861,NA,162.733137043773,163.172938444778,0,58.1516887255223,NA,101.358767323434,101.79856872444,0,NA,43.2070785979122,43.6468799989173,NA,NA,NA,0,0.439801401005099,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,104.270523877285,162.552089891918,227.576070672951,292.725544768883,NA,335.880203933693,339.925388058983,NA,NA,NA,NA,NA,NA,NA,NA,0,58.2815660146331,123.305546795667,188.455020891598,NA,231.609680056409,235.654864181698,0,65.0239807810336,130.173454876965,NA,173.328114041776,177.373298167065,0,65.1494740959313,NA,108.304133260742,112.349317386032,0,NA,43.1546591648106,47.1998432901005,NA,NA,NA,0,4.0451841252899,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,108.614215830361,161.405568495318,231.780206659013,306.676652379598,NA,347.607710606784,353.24966220638,NA,NA,NA,NA,NA,NA,NA,NA,0,52.791352664957,123.165990828652,198.062436549237,NA,238.993494776423,244.635446376018,0,70.3746381636951,145.27108388428,NA,186.202142111466,191.844093711061,0,74.8964457205847,NA,115.827503947771,121.469455547366,0,NA,40.931058227186,46.5730098267814,NA,NA,NA,0,5.6419515995954,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,109.041514030896,156.140993423179,235.70788451344,316.999705444491,NA,355.631082134122,362.884342740255,NA,NA,NA,NA,NA,NA,NA,NA,0,47.0994793922825,126.666370482543,207.958191413595,NA,246.589568103226,253.842828709359,0,79.5668910902609,160.858712021312,NA,199.490088710944,206.743349317076,0,81.2918209310513,NA,119.923197620683,127.176458226815,0,NA,38.6313766896314,45.884637295764,NA,NA,NA,0,7.2532606061326,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,108.710201798104,150.641493207808,234.004418576576,325.692925511282,NA,363.638702198663,369.929354931924,NA,NA,NA,NA,NA,NA,NA,NA,0,41.9312914097044,125.294216778472,216.982723713178,NA,254.928500400559,261.21915313382,0,83.3629253687677,175.051432303474,NA,212.997208990854,219.287861724115,0,91.6885069347059,NA,129.634283622086,135.924936355347,0,NA,37.9457766873806,44.2364294206415,NA,NA,NA,0,6.2906527332609,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,108.407788848413,148.997110925876,235.010219785551,334.205441593517,NA,372.115909100708,378.457324267222,NA,NA,NA,NA,NA,NA,NA,NA,0,40.5893220774629,126.602430937138,225.797652745104,NA,263.708120252294,270.049535418808,0,86.0131088596753,185.208330667641,NA,223.118798174832,229.460213341346,0,99.1952218079656,NA,137.105689315156,143.44710448167,0,NA,37.9104675071907,44.2518826737046,NA,NA,NA,0,6.3414151665139,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,111.96704121599,149.847425315202,241.051829831774,349.089568359911,NA,385.018160238244,390.709507287748,NA,NA,NA,NA,NA,NA,NA,NA,0,37.8803840992115,129.084788615783,237.122527143921,NA,273.051119022254,278.742466071758,0,91.204404516572,199.242143044709,NA,235.170734923042,240.862081972546,0,108.037738528137,NA,143.96633040647,149.657677455974,0,NA,35.9285918783332,41.619938927837,NA,NA,NA,0,5.6913470495038,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,116.093746275479,150.52894588221,246.311209339249,363.65847560187,NA,396.790539587333,401.08320377938,NA,NA,NA,NA,NA,NA,NA,NA,0,34.4351996067314,130.21746306377,247.564729326391,NA,280.696793311854,284.989457503901,0,95.782263457039,213.129529719659,NA,246.261593705123,250.55425789717,0,117.34726626262,NA,150.479330248084,154.771994440131,0,NA,33.1320639854632,37.4247281775106,NA,NA,NA,0,4.2926641920474,0
