"TRANSECT","01/01/1855 12:00:01 AM to 01/01/1867 12:00:01 AM","01/01/1867 12:00:01 AM to 08/01/1924 12:00:01 AM","08/01/1924 12:00:01 AM to 10/01/1924 12:00:01 AM","10/01/1924 12:00:01 AM to 11/24/1933 12:00:01 AM","11/24/1933 12:00:01 AM to 05/12/1951 12:00:01 AM","05/12/1951 12:00:01 AM to 04/18/1974 12:00:01 AM","04/18/1974 12:00:01 AM to 12/29/2002 12:00:01 AM","12/29/2002 12:00:01 AM to 11/25/2003 12:00:01 AM","11/25/2003 12:00:01 AM to 03/01/2006 12:00:01 AM"
39,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,1,NA,NA
45,NA,NA,NA,NA,NA,NA,1,NA,NA
46,NA,NA,NA,NA,NA,NA,1,NA,NA
47,NA,NA,NA,NA,NA,NA,1,NA,NA
48,NA,NA,NA,NA,NA,NA,1,NA,NA
49,NA,NA,NA,NA,NA,NA,1,NA,NA
50,NA,NA,NA,NA,NA,NA,1,NA,NA
51,NA,NA,NA,NA,NA,NA,1,NA,NA
52,NA,NA,NA,NA,NA,NA,1,NA,NA
53,NA,NA,NA,NA,NA,NA,1,NA,NA
54,NA,NA,NA,NA,NA,NA,1,NA,NA
55,NA,NA,NA,NA,NA,NA,1,NA,NA
56,NA,NA,NA,NA,NA,NA,1,NA,NA
57,NA,NA,NA,NA,NA,NA,1,NA,NA
58,NA,NA,NA,NA,NA,NA,1,NA,NA
59,NA,NA,NA,NA,NA,NA,1,NA,NA
60,NA,NA,NA,NA,NA,NA,1,NA,NA
61,NA,NA,NA,NA,NA,NA,1,NA,NA
62,NA,NA,NA,NA,NA,NA,1,NA,NA
63,NA,NA,NA,NA,NA,NA,1,NA,NA
64,NA,NA,NA,NA,NA,NA,1,NA,NA
65,NA,NA,NA,NA,NA,NA,1,NA,NA
66,NA,NA,NA,NA,NA,NA,1,NA,NA
67,NA,NA,NA,NA,NA,NA,1,NA,NA
68,NA,NA,NA,NA,NA,NA,1,NA,NA
69,NA,NA,NA,NA,NA,NA,1,NA,NA
70,NA,NA,NA,NA,NA,NA,1,NA,NA
71,NA,NA,NA,NA,NA,NA,1,NA,NA
72,NA,NA,NA,NA,NA,NA,1,NA,NA
73,NA,NA,NA,NA,NA,NA,1,NA,NA
74,NA,NA,NA,NA,NA,NA,1,NA,NA
75,NA,NA,NA,NA,NA,NA,1,NA,NA
76,NA,NA,NA,NA,NA,NA,1,NA,NA
77,NA,NA,NA,NA,NA,NA,1,NA,NA
78,NA,NA,NA,NA,NA,NA,1,NA,NA
79,NA,NA,NA,NA,NA,NA,1,NA,NA
80,NA,NA,NA,NA,NA,NA,1,NA,NA
81,NA,NA,NA,NA,NA,NA,1,NA,NA
82,NA,NA,NA,NA,NA,NA,1,NA,NA
83,NA,NA,NA,NA,NA,NA,1,NA,NA
84,NA,NA,NA,NA,NA,NA,1,NA,NA
85,NA,NA,NA,NA,NA,NA,1,NA,NA
86,NA,NA,NA,NA,NA,NA,1,NA,NA
87,NA,NA,NA,NA,NA,NA,1,NA,NA
88,NA,NA,NA,NA,NA,NA,1,NA,NA
89,NA,NA,NA,NA,NA,NA,1,NA,NA
90,NA,NA,NA,NA,NA,NA,1,NA,NA
91,NA,NA,NA,NA,NA,NA,1,NA,NA
92,NA,NA,NA,NA,NA,NA,1,NA,NA
93,NA,NA,NA,NA,NA,NA,1,NA,NA
94,NA,NA,NA,NA,NA,NA,1,NA,NA
95,NA,NA,NA,NA,NA,NA,1,NA,NA
96,NA,NA,NA,NA,NA,NA,1,NA,NA
97,NA,NA,NA,NA,NA,NA,1,NA,NA
98,NA,NA,NA,NA,NA,NA,1,NA,NA
99,NA,NA,NA,NA,NA,NA,1,NA,NA
100,NA,NA,NA,NA,NA,NA,1,NA,NA
101,NA,NA,NA,NA,NA,NA,1,NA,NA
102,NA,NA,NA,NA,NA,NA,1,NA,NA
103,NA,NA,NA,NA,NA,NA,1,NA,NA
104,NA,NA,NA,NA,NA,NA,1,NA,NA
105,NA,NA,NA,NA,NA,NA,1,NA,NA
106,NA,NA,NA,NA,NA,NA,1,NA,NA
107,NA,NA,NA,NA,NA,NA,1,NA,NA
108,NA,NA,NA,NA,NA,NA,1,NA,NA
109,NA,NA,NA,NA,NA,NA,1,NA,NA
110,NA,NA,NA,NA,NA,NA,1,NA,NA
111,NA,NA,NA,NA,NA,NA,1,NA,NA
112,NA,NA,NA,NA,NA,NA,1,NA,NA
113,NA,NA,NA,NA,NA,NA,1,NA,NA
114,NA,NA,NA,NA,NA,NA,1,NA,NA
115,NA,NA,NA,NA,NA,NA,1,NA,NA
116,NA,NA,NA,NA,NA,NA,1,NA,NA
117,NA,NA,NA,NA,NA,NA,1,NA,NA
118,NA,NA,NA,NA,NA,NA,1,NA,NA
119,NA,NA,NA,NA,NA,NA,1,NA,NA
120,NA,NA,NA,NA,NA,NA,1,NA,NA
121,NA,NA,NA,NA,NA,NA,1,NA,NA
122,NA,NA,NA,NA,NA,NA,1,NA,NA
123,NA,NA,NA,NA,NA,NA,1,NA,NA
124,NA,NA,NA,NA,NA,NA,1,NA,NA
125,NA,NA,NA,NA,NA,NA,1,NA,NA
126,NA,NA,NA,NA,NA,NA,1,NA,NA
127,NA,NA,NA,NA,NA,NA,1,NA,NA
128,NA,NA,NA,NA,NA,NA,1,NA,NA
129,NA,NA,NA,NA,NA,NA,1,NA,NA
130,NA,NA,NA,NA,NA,NA,1,NA,NA
131,NA,NA,NA,NA,NA,NA,1,NA,NA
132,NA,NA,NA,NA,NA,NA,1,NA,NA
133,NA,NA,NA,NA,NA,NA,1,NA,NA
134,NA,NA,NA,NA,NA,NA,1,NA,NA
135,NA,NA,NA,NA,NA,NA,1,NA,NA
136,NA,NA,NA,NA,NA,NA,1,NA,NA
137,NA,NA,NA,NA,NA,NA,1,NA,NA
138,NA,NA,NA,NA,NA,NA,1,NA,NA
139,NA,NA,NA,NA,NA,NA,1,NA,NA
140,NA,NA,NA,NA,NA,NA,1,NA,NA
141,NA,NA,NA,NA,NA,NA,1,NA,NA
142,NA,NA,NA,NA,NA,NA,1,NA,NA
143,NA,NA,NA,NA,NA,NA,1,NA,NA
144,NA,NA,NA,NA,NA,NA,1,NA,NA
145,NA,NA,NA,NA,NA,NA,1,NA,NA
146,NA,NA,NA,NA,NA,NA,1,NA,NA
147,NA,NA,NA,NA,NA,NA,1,NA,NA
148,NA,NA,NA,NA,NA,NA,1,NA,NA
149,NA,NA,NA,NA,NA,NA,1,NA,NA
150,NA,NA,NA,NA,NA,NA,1,NA,NA
151,NA,NA,NA,NA,NA,NA,1,NA,NA
152,NA,NA,NA,NA,NA,NA,1,NA,NA
153,NA,NA,NA,NA,NA,NA,1,NA,NA
154,NA,NA,NA,NA,NA,NA,1,NA,NA
155,NA,NA,NA,NA,NA,NA,1,NA,NA
156,NA,NA,NA,NA,NA,NA,1,NA,NA
157,NA,NA,NA,NA,NA,NA,1,NA,NA
158,NA,NA,NA,NA,NA,NA,1,NA,NA
159,NA,NA,NA,NA,NA,NA,1,NA,NA
160,NA,NA,NA,NA,NA,NA,1,NA,NA
161,NA,NA,NA,NA,NA,NA,1,NA,NA
162,NA,NA,NA,NA,NA,NA,1,NA,NA
163,NA,NA,NA,NA,NA,NA,1,NA,NA
164,NA,NA,NA,NA,NA,NA,1,NA,NA
165,NA,NA,NA,NA,NA,NA,1,NA,NA
166,NA,NA,NA,NA,NA,NA,1,NA,NA
167,NA,NA,NA,NA,NA,NA,1,NA,NA
168,NA,NA,NA,NA,NA,NA,1,NA,NA
169,NA,NA,NA,NA,NA,NA,1,NA,NA
170,NA,NA,NA,NA,NA,NA,1,NA,NA
171,NA,NA,NA,NA,NA,NA,1,NA,NA
172,NA,NA,NA,NA,NA,NA,1,NA,NA
173,NA,NA,NA,NA,NA,NA,1,NA,NA
174,NA,NA,NA,NA,NA,NA,1,NA,NA
175,NA,NA,NA,NA,NA,NA,1,NA,NA
176,NA,NA,NA,NA,NA,NA,1,NA,NA
177,0,NA,NA,NA,NA,NA,1,NA,NA
178,0,NA,NA,NA,NA,NA,1,NA,NA
179,0,NA,NA,NA,NA,NA,1,NA,NA
180,0,NA,NA,NA,NA,NA,1,NA,NA
181,0,NA,NA,NA,NA,NA,1,NA,NA
182,0,NA,NA,NA,NA,NA,1,NA,NA
183,0,NA,NA,NA,NA,NA,1,NA,NA
184,0,NA,NA,NA,NA,NA,1,NA,NA
185,0,NA,NA,NA,NA,NA,1,NA,NA
186,0,NA,NA,NA,NA,NA,1,NA,NA
187,0,NA,NA,NA,NA,NA,1,NA,NA
188,0,NA,NA,NA,NA,NA,1,NA,NA
189,0,NA,NA,NA,NA,NA,1,NA,NA
190,0,NA,NA,NA,NA,NA,1,NA,NA
191,0,NA,NA,NA,NA,NA,1,NA,NA
192,0,NA,NA,NA,NA,NA,1,NA,NA
193,0,NA,NA,NA,NA,NA,1,NA,NA
194,0,NA,NA,NA,NA,NA,1,NA,NA
195,0,NA,NA,NA,NA,NA,1,NA,NA
196,0,NA,NA,NA,NA,NA,1,NA,NA
197,0,NA,NA,NA,NA,NA,1,NA,NA
198,0,NA,NA,NA,NA,NA,1,NA,NA
199,0,NA,NA,NA,NA,NA,1,NA,NA
200,0,NA,NA,NA,NA,NA,1,NA,NA
201,0,NA,NA,NA,NA,NA,1,NA,NA
202,0,NA,NA,NA,NA,NA,1,NA,NA
203,0,NA,NA,NA,NA,NA,1,NA,NA
204,0,NA,NA,NA,NA,NA,1,NA,NA
205,0,NA,NA,NA,NA,NA,1,NA,NA
206,0,NA,NA,NA,NA,NA,1,NA,NA
207,0,NA,NA,NA,NA,NA,1,NA,NA
208,0,NA,NA,NA,NA,NA,1,NA,NA
209,0,NA,NA,NA,NA,NA,1,NA,NA
210,0,NA,NA,NA,NA,NA,1,NA,NA
211,0,NA,NA,NA,NA,NA,1,NA,NA
212,0,NA,NA,NA,NA,NA,1,NA,NA
213,0,NA,NA,NA,NA,NA,1,NA,NA
214,0,NA,NA,NA,NA,NA,1,NA,NA
215,0,NA,NA,NA,NA,NA,NA,NA,NA
216,0,NA,NA,NA,NA,NA,NA,NA,NA
217,0,NA,NA,NA,NA,NA,NA,NA,NA
218,0,NA,NA,NA,NA,NA,1,NA,NA
219,0,NA,NA,NA,NA,NA,1,NA,NA
220,0,NA,NA,NA,NA,NA,1,NA,NA
221,0,NA,NA,NA,NA,NA,1,NA,NA
222,0,NA,NA,NA,NA,NA,1,NA,NA
223,0,NA,NA,NA,NA,NA,1,NA,NA
224,0,NA,NA,NA,NA,NA,NA,NA,NA
225,0,NA,NA,NA,NA,NA,NA,NA,NA
226,0,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0,NA,NA,NA,NA,NA,NA,NA,NA
230,0,NA,NA,NA,NA,NA,NA,NA,NA
231,0,NA,NA,NA,NA,NA,NA,NA,NA
232,0,NA,NA,NA,NA,NA,NA,NA,NA
233,0,NA,NA,NA,NA,NA,NA,NA,NA
234,0,NA,NA,NA,NA,NA,NA,NA,NA
235,0,NA,NA,NA,NA,NA,NA,NA,NA
236,0,NA,NA,NA,NA,NA,NA,NA,NA
237,0,NA,NA,NA,NA,NA,NA,NA,NA
238,0,NA,NA,NA,NA,NA,NA,NA,NA
239,0,NA,NA,NA,NA,NA,NA,NA,NA
240,0,NA,NA,NA,NA,NA,NA,NA,NA
241,0,NA,NA,NA,NA,NA,NA,NA,NA
242,0,NA,NA,NA,NA,NA,NA,NA,NA
243,0,NA,NA,NA,NA,NA,NA,NA,NA
244,0,NA,NA,NA,NA,NA,NA,NA,NA
245,0,NA,NA,NA,NA,NA,NA,NA,NA
246,0,NA,NA,NA,NA,NA,NA,NA,NA
247,0,NA,NA,NA,NA,NA,NA,NA,NA
248,0,NA,NA,NA,NA,NA,NA,NA,NA
249,0,NA,NA,NA,NA,NA,NA,NA,NA
250,0,NA,NA,NA,NA,NA,NA,NA,NA
251,0,NA,NA,NA,NA,NA,NA,NA,NA
252,0,NA,NA,NA,NA,NA,NA,NA,NA
253,0,NA,NA,NA,NA,NA,NA,NA,NA
254,0,NA,NA,NA,NA,NA,NA,NA,NA
255,0,NA,NA,NA,NA,NA,NA,NA,NA
256,0,NA,NA,NA,NA,NA,NA,NA,NA
257,0,NA,NA,NA,NA,NA,NA,NA,NA
258,0,NA,NA,NA,NA,NA,NA,NA,NA
259,0,NA,NA,NA,NA,NA,NA,NA,NA
260,0,NA,NA,NA,NA,NA,NA,NA,NA
261,0,NA,NA,NA,NA,NA,NA,NA,NA
262,0,NA,NA,NA,NA,NA,NA,NA,NA
263,0,NA,NA,NA,NA,NA,NA,NA,NA
264,0,NA,NA,NA,NA,NA,NA,NA,NA
265,0,NA,NA,NA,NA,NA,NA,NA,NA
266,0,NA,NA,NA,NA,NA,NA,NA,NA
267,0,NA,NA,NA,NA,NA,NA,NA,NA
268,0,NA,NA,NA,NA,NA,NA,NA,NA
269,0,NA,NA,NA,NA,NA,NA,NA,NA
270,0,NA,NA,NA,NA,NA,NA,NA,NA
271,0,NA,NA,NA,NA,NA,NA,NA,NA
272,0,NA,NA,NA,NA,NA,NA,NA,NA
273,0,NA,NA,NA,NA,NA,NA,NA,NA
274,0,NA,NA,NA,NA,NA,NA,NA,NA
275,0,NA,NA,NA,NA,NA,NA,NA,NA
276,0,NA,NA,NA,NA,NA,NA,NA,NA
277,0,NA,NA,NA,NA,NA,NA,NA,NA
278,0,NA,NA,NA,NA,NA,NA,NA,NA
279,0,NA,NA,NA,NA,NA,NA,NA,NA
280,0,NA,NA,NA,NA,NA,NA,NA,NA
281,0,NA,NA,NA,NA,NA,NA,NA,NA
282,0,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,0,NA,NA,NA,NA,NA,NA,NA,NA
401,0,NA,NA,NA,NA,NA,NA,NA,NA
402,0,NA,NA,NA,NA,NA,NA,NA,NA
403,0,NA,NA,NA,NA,NA,NA,NA,NA
404,0,NA,NA,NA,NA,NA,NA,NA,NA
405,0,NA,NA,NA,NA,NA,NA,NA,NA
406,0,NA,NA,NA,NA,NA,NA,NA,NA
407,0,NA,NA,NA,NA,NA,NA,NA,NA
408,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,NA,NA,NA,NA,NA,NA,NA
